ano_calendrio,tipo_de_formulrio,faixa_de_rendimento,quantidade_de_declarantes,rendimentos_tributveis,rendimentos_sujeitos_a_tributao_exclusiva,rendimentos_isentos,deduo_previdenciria_total,dedues_previdncia_oficial,dedues_previdencirias_rra,dedues_previdncia_privada_e_fapi,dedues_com_dependentes,dedues_com_instruo,dedues_com_despesas_mdicas,deduo_de_livro_caixa,dedues__com_penso_alimentcia_total,dedues_com_penso_alimentcia_judicial,dedues_com_penso_alimentcia_escritural,dedues_com_penso_alimentcia_rra,desconto_padro,base_de_clculo_rtl,imposto_devido,deduo_de_incentivo,imposto_devido_1,imposto_devido_rra,imposto_devido_total,imposto_pago,imposto_a_pagar,imposto_a_restituir,dvidas___e_nus,doaes_e_heranas_recebidas,bens_e_direitos,previdncia_complementar_vgbl,valores_pagos_com_previdncia_complementar_pgbl,valores_pagos_com_previdncia_complementar_de_natureza_pblica,valores_pagos_com_fapi,despesas_com_instruo,despesas_mdicas,penso_alimentcia_judicial,despesas_com_penso_alimentcia_escritural,despesas_com_profissionais_liberais,despesas_com_arrendamento_rural,outras_despesas,doaes_efetuadas,rendimentos_isentos_id
2016,Completo + Simplificado,De 45.012.61 até 55.976.16,2041474,1357764992,1752197579,4770445133,5415832798,4835004106,406108213,5767676093,2935840585,2226820132,555203792,8235725963,1116686765,1001510127,1135967226,157991552,1556162099,1021440874,7403214835,12792144,7401935621,3320279869,7396340873,8761815713,1316813062,2749310741,4186829784,4173184125,456875681,4110681653,5887929494,803582694,2288745388,4638655701,7282195419,1028478741,1171675408,4426516413,2574401708,1375253492,1725654659,95
2016,Completo + Simplificado,Acima de 55.976.16,5676493,8879956843,1565837375,3102700765,4828686523,3572509023,2681869696,125349563,9857113987,8796495249,3481473795,1302476342,7719611008,6812565693,9024018097,464350599,4031749407,7251786034,1402375789,1498420554,1400877368,4711949022,1401057931,1324212129,1651318624,1045564444,2809428508,3327312132,3862045168,4207883286,1113140408,1797843412,3119233646,2507617553,4098453768,6896841645,9151637091,3524218789,189003005,1644493773,2718739847,95
2016,Completo,Até 22.847.76,4067437,7574706204,3248472615,1613763281,5975247785,5680476336,1172310702,2830483421,6785406545,2421993076,8897786346,1410615662,2141169448,1906800358,2251702819,919880838,125349563,4811484318,290053393,11495,290041898,9936248022,1022473314,1469059527,999880527,1376811001,7955833251,1919813875,1177044741,1048561825,5167430709,89522611,1638267748,5130204542,1213015269,2561833111,3421234565,1209873481,6290911471,3956604269,1178045774,95
2016,Completo,De 22.847.77 até 33.919.80,2561272,108084936,1515266899,3309836776,1014358127,9586287927,1196738365,5453259541,9122386001,4454392422,1002866216,1401785137,2018295375,1829099582,1845521758,464361742,125349563,709158336,934061494,18978427,9338717098,2214841645,9392514401,2754255556,1190899673,1934094083,270278922,282414045,3088250632,248230742,4480412579,204696384,1933075888,7398439968,1012367982,1832282943,185133002,314570904,1523831128,1069476943,1194471599,95
2016,Completo,De 33.919.81 até 45.012.60,1391288,7999593637,1067466191,2587296219,763234251,7021094506,734749128,6039005126,5029296398,3186717527,7527159766,1052971356,1442129021,1300103781,1396743857,235085464,125349563,5412531979,220008664,75673191,2199329908,2097572807,2170806012,3739165627,2752714796,1843631095,2274192701,2056939573,2431442058,2124143048,4987874459,275571741,1929699724,5674582326,7612692684,1302823974,1399783064,2423115269,1596860587,9141128764,9802824407,95
2016,Completo,De 45.012.61 até 55.976.16,798200,5796837076,7767950056,1904990342,5415832798,4835004106,406108213,5767676093,2935840585,2226820132,555203792,8235725963,1116686765,1001510127,1135967226,157991552,125349563,3989757997,2888300777,12792144,2887021563,1638534663,2864609363,3916546461,3814287967,1433365895,1684511329,1619041223,1791116127,1579192083,4662230416,283152235,1736727363,4128191978,5619896108,1003632634,113937941,1890484081,1197341404,6503935228,5804136122,95
2016,Completo,Acima de 55.976.16,3199511,6030597426,110666948,1991704285,4828686523,3572509023,4828686523,125349563,9857113987,8796495249,3481473795,1302476342,7719611008,6812565693,9024018097,464350599,125349563,4805601557,9880818655,1498420554,986583445,3742779932,9857948388,9691820442,9126378315,7465098855,1858827721,1997862857,2554783933,2723779602,1044669642,1384038959,2808654392,2332312783,3604986149,6837286045,9064668878,2278857627,1058711489,1182948803,181742824,95
2016,Simplificado,Até 22.847.76,7075862,1219539688,2371647105,1719198805,4828686523,4828686523,4828686523,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,2439078277,9756318604,125349563,125349563,125349563,6508687347,6508687347,8349870171,647097603,7856902469,1072447596,1797698482,1264865064,957327286,2279895009,819620098,6760070904,1022562437,3828838662,3198910645,5049101625,8569216625,3369171319,1965338757,4945271738,95
2016,Simplificado,De 22.847.77 até 33.919.80,4054717,1399887514,156002872,4446824931,4828686523,4828686523,4828686523,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,2799773649,1119910149,1451227501,125349563,1451227501,2371128434,1474938785,2539335907,3304677546,1421826978,3850036185,3995038806,5571078543,3276570113,1092754382,520356882,4649555165,4530528434,180342995,3779614252,522599603,4040949482,1351712627,9026549315,1432141007,95
2016,Simplificado,De 33.919.81 até 45.012.60,2047914,9979242621,1214223131,3085044705,4828686523,4828686523,406108213,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,1995847773,7983394848,3255946386,125349563,3255946386,2298052029,3278926907,3974692821,7144723481,1463749445,3035223288,2911667769,416778978,2708069442,1247636661,569938682,5082664203,5526789209,1823721395,3124130433,335992902,3229553726,1291421786,8226300695,1091451769,95
2016,Simplificado,De 45.012.61 até 55.976.16,1243274,778081284,9754025738,2865454791,4828686523,4828686523,406108213,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,1556162099,6224650741,4514914058,125349563,4514914058,1681745206,453173151,4845269252,9353842651,1315944846,2502318455,2554142902,2777640684,253148957,1225699078,520430459,5520180252,510463723,1662299311,2484610736,322959983,2536032332,1377060304,724859969,1145241046,95
2016,Simplificado,Acima de 55.976.16,2476982,2849359417,459167895,111099648,4828686523,4828686523,406108213,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,125349563,4031749407,2446184476,4142939235,125349563,125349563,125349563,125349563,3550300851,7386807924,2990545589,9506007874,1329449276,1307261236,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2015,Completo + Simplificado,Até 22.499.13,10991315,1928111188,504171359,3236182933,8703924988,4828686523,406108213,125349563,1008331382,2618669217,1050817158,1370080616,2727432519,125349563,125349563,125349563,238916248,1423245824,2745711471,125349563,125349563,125349563,125349563,1778675742,1903154162,1677915001,2332303514,3695157781,2127267481,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2015,Completo + Simplificado,De 22.499.14 a 33.477.72,6123411,2271618993,2619733954,7504211793,9771129203,4828686523,406108213,125349563,1039014248,450558211,9131839431,1402408746,1915293061,125349563,125349563,125349563,2491330448,1666565694,2161638577,125349563,125349563,125349563,125349563,4742823127,4321913645,2989222557,6352519336,6675080676,6878593929,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2015,Completo + Simplificado,De 33.477.73 a 44.476.74,3250838,1681509604,2041822089,5763239371,7311868841,4828686523,406108213,125349563,6050193047,3203164676,6939338839,1019381495,1413862832,125349563,125349563,125349563,1834597507,1249408905,5060959793,125349563,125349563,125349563,125349563,7100241504,9725887438,3002245889,5121430009,5333121082,520968813,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2015,Completo + Simplificado,De 44.476.75 a 55.373.55,1924400,1265701386,1570196881,4656958582,4952518076,4828686523,406108213,125349563,3696499932,2189456087,5053159747,8155145529,1081500774,125349563,125349563,125349563,1454560148,9506010167,6876280852,125349563,125349563,125349563,125349563,8160226907,1246748643,2531386526,4165538473,4263232487,4176116381,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2015,Completo + Simplificado,Acima de 55.373.56,5228880,8079962535,140214779,3063439538,435895198,4828686523,406108213,125349563,1109414324,826202694,3039897215,1203844453,7256236021,125349563,125349563,125349563,3767936179,6594958703,1273981301,125349563,125349563,125349563,125349563,1223661414,1450579399,9623945774,270511636,3641364773,3439683256,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2014,Completo + Simplificado,Até 21.453.24,11265904,2003968382,4378991655,2948402923,7936671473,4828686523,406108213,125349563,7119157737,2507837187,9082047628,1913826445,2557335324,125349563,125349563,125349563,2556595106,1493544588,1023834474,125349563,125349563,125349563,125349563,1625163951,1688662513,1539682873,1542426134,3641364773,1886507507,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2014,Completo + Simplificado,De 21.453.25 até 32.151.48,6266023,2233473348,2518828322,7057948393,9651025167,4828686523,406108213,125349563,8827777159,4588512636,8875621225,2055852894,1921840929,125349563,125349563,125349563,2424499586,163181709,2175243927,125349563,125349563,125349563,125349563,4571251458,4543014396,2850308971,8352914361,3641364773,6426869352,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2014,Completo + Simplificado,De 32.151.49 a 42.869.16,3243168,1617881907,188279391,566865688,6946281945,4828686523,406108213,125349563,478502675,3129731158,6570387903,1302114963,136604425,125349563,125349563,125349563,1767243158,1200161721,4938012086,125349563,125349563,125349563,125349563,6770723629,9776851034,2810396646,4994245731,3641364773,5010755732,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2014,Completo + Simplificado,De 42.869.17 a 53.565.72,1849868,117859743,1450244143,3957069877,46295034,4828686523,406108213,125349563,2733846282,2112206791,4765709469,9418498542,1028936067,125349563,125349563,125349563,1335554376,8829214739,6464690381,125349563,125349563,125349563,125349563,7542332954,1239274048,2316916622,3824520674,3641364773,3711707616,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2014,Completo + Simplificado,Acima de 53.565.72,4956120,7341157566,1231462049,2754937002,3895285657,4828686523,406108213,125349563,853604529,7718604234,2728385784,1188922383,6772315495,125349563,125349563,125349563,3391440261,5990484507,1153667478,125349563,125349563,125349563,125349563,1103667452,136230499,8623156309,2379380364,3641364773,3060438529,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2013,Completo + Simplificado,Até R$ 19.645.32,11288770,1919355914,4156315769,2520629978,8548190028,4828686523,406108213,125349563,7063977984,2456618537,8346542873,1923028275,2555739851,125349563,125349563,125349563,2438683493,1430881123,9164743265,125349563,125349563,125349563,125349563,1506523275,1012916141,1433751802,1586611265,3641364773,1710056273,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2013,Completo + Simplificado,De R$ 19.645.33 a 29.442.00,5936645,2033566244,2311704399,6517762694,9003022861,4828686523,406108213,125349563,8421638485,446599707,8255611489,211422577,178662229,125349563,125349563,125349563,2155894295,1477529635,1954628593,125349563,125349563,125349563,125349563,414814254,4152788365,2638282376,5758123705,3641364773,5749863514,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2013,Completo + Simplificado,De R$ 29.442.01 a R$ 39.256.56,2996197,1436712585,1673009049,5154357029,6297637143,4828686523,406108213,125349563,4475927851,2947487427,5956076357,1284944988,1258086714,125349563,125349563,125349563,1531202712,1061392344,4368900001,125349563,125349563,125349563,125349563,5974088117,8844235507,2548496685,4676446547,3641364773,4426911082,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2013,Completo + Simplificado,De R$ 39.256.57 a R$ 49.051.80,1697756,1039149733,1285134078,347386901,417691555,4828686523,406108213,125349563,256272927,1975796677,4302537096,9030219133,9603992466,125349563,125349563,125349563,1148038115,7755338112,5678259949,125349563,125349563,125349563,125349563,657836581,1105935955,2077225991,3284291768,3641364773,3190267866,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2013,Completo + Simplificado,Maior que R$ 49.051.80,4575048,6503268542,1130998159,2286483766,343372127,4828686523,406108213,125349563,7860856697,7098804983,2415893089,1086518556,6383057809,125349563,125349563,125349563,2964758277,5299782633,102138953,125349563,125349563,125349563,125349563,9659526538,1214730998,7805771645,2130487028,3641364773,2778717.18,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2012,Completo + Simplificado,Até R$ 19.645.32,11376866,1821911124,3825968729,2251198052,6511786739,4828686523,406108213,125349563,6607800165,2188829636,680050808,1790654513,2278624628,125349563,125349563,125349563,2339037564,1367749707,9099109873,125349563,125349563,125349563,125349563,1472774871,1093632728,1400944478,1373975747,3641364773,1459010648,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2012,Completo + Simplificado,De R$ 19.645.33 a 29.442.00,5687373,1868038816,1807789804,5783933633,8080211648,4828686523,406108213,125349563,811035079,4235689821,7666705957,1896138655,1649040989,125349563,125349563,125349563,1970481994,1354610393,1794614156,125349563,125349563,125349563,125349563,3795563483,3964399109,2425818757,6879177726,3641364773,5096380602,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2012,Completo + Simplificado,De R$ 29.442.01 a R$ 39.256.56,2871538,1318385398,1428652105,46513772,5674906839,4828686523,406108213,125349563,433655621,2823373571,5494167914,1153629123,113148306,125349563,125349563,125349563,139790359,9724545048,3991968995,125349563,125349563,125349563,125349563,536685377,8204221564,2251341136,3858877325,3641364773,3980968237,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2012,Completo + Simplificado,De R$ 39.256.57 a R$ 49.051.80,1598482,9377443717,1045852456,3161650998,3732160442,4828686523,406108213,125349563,2421626782,1864607934,3913998463,8078069002,8393403788,125349563,125349563,125349563,1030059939,6989513655,5121411017,125349563,125349563,125349563,125349563,5796516115,1025787206,1768445192,2808748919,3641364773,2828025487,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2012,Completo + Simplificado,Maior que R$ 49.051.80,4339597,6021480584,1003449041,2052795404,3127714195,4828686523,406108213,125349563,7556803204,6895499789,2204881498,9827494175,5965474482,125349563,125349563,125349563,2658940112,4919973656,9574666264,125349563,125349563,125349563,125349563,8966027538,1150580593,6528119561,1851485135,3641364773,2434065554,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2011,Completo + Simplificado,Até R$ 18.799.32,11537137,173812722,3786284299,2070437025,6090402771,4828686523,406108213,125349563,6564155846,2026835116,5876158827,1606031008,210158039,125349563,125349563,125349563,2207526659,1309845344,8815826143,125349563,125349563,125349563,125349563,1426954905,757790161,1352769576,1055417861,3641364773,1279608308,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2011,Completo + Simplificado,De R$ 18.799.33 a R$ 28.174.20,5362389,1684756055,1739716471,5274570714,7524671764,4828686523,406108213,125349563,7677482604,3950517107,7035766096,1660300994,1466031966,125349563,125349563,125349563,1745543159,1217073254,1583633158,125349563,125349563,125349563,125349563,3523562901,3405902677,2307668259,198743641,3641364773,4563827686,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2011,Completo + Simplificado,De R$ 28.174.21 a R$ 37.566.12,2582590,1133022886,1302024666,4191733897,5035543237,4828686523,406108213,125349563,3878682623,2476768354,4781462227,1031686861,9358274577,125349563,125349563,125349563,1185596915,8330908537,3392906539,125349563,125349563,125349563,125349563,4650962193,7049608183,2016844051,346148161,3641364773,3443495098,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2011,Completo + Simplificado,De R$ 37.566.13 a R$ 46.939.56,1418792,7950513576,9458202801,2755030832,3268152179,4828686523,406108213,125349563,2142156372,1625493145,3386603836,7337169311,7183543049,125349563,125349563,125349563,8593418728,5903825532,4305279295,125349563,125349563,125349563,125349563,4935447461,8629903858,1555467059,2440241166,3641364773,2430096317,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2011,Completo + Simplificado,Maior que R$ 46.939.56,3997277,5348318281,1052898869,1915000095,2845624134,4828686523,406108213,125349563,69301999,6272304542,1956973295,8685323841,5452588652,125349563,125349563,125349563,2285029467,4366271211,8529879236,125349563,125349563,125349563,125349563,8048297144,9965036258,6070552349,1752930695,3641364773,2121863763,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2010,Completo + Simplificado,Até R$ 17.989.80,11866352,1693373142,2955427843,1821931431,6452055847,4828686523,406108213,125349563,6765073846,2060296012,5648764346,1458692825,2195578827,125349563,125349563,125349563,2106575859,1276274629,6807064104,125349563,125349563,125349563,125349563,1376770814,388582789,1319174004,1975304997,3641364773,1128595827,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2010,Completo + Simplificado,De R$ 17.989.81 a R$ 26.961.00,4971064,1503286243,1445937662,4542015619,7067505473,4828686523,406108213,125349563,7294442391,3834382214,6518375872,1443964214,1341688518,125349563,125349563,125349563,1497416628,1078649764,1390770779,125349563,125349563,125349563,125349563,3113351298,312695619,206131869,1091811997,3641364773,4035843894,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2010,Completo + Simplificado,De R$ 26.961.01 a R$ 35.948.40,2303358,9767332663,1064423228,3538369682,4621610025,4828686523,406108213,125349563,3553970004,2364909578,4364619348,9215066736,8502707836,125349563,125349563,125349563,9783623119,712156649,2901807809,125349563,125349563,125349563,125349563,3985188327,624686115,1757659791,2823060616,3641364773,2941937851,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2010,Completo + Simplificado,De R$35.948.41 a R$ 44.918.28,1264231,6860829367,7434957202,2290600933,3062733427,4828686523,406108213,125349563,1957255148,1541977074,3093186122,6886304403,659364166,125349563,125349563,125349563,7130337586,5047653914,3684236183,125349563,125349563,125349563,125349563,4237746165,7684854603,1379302089,208558115,3641364773,2118828739,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2010,Completo + Simplificado,Maior que R$ 44.918.28,3557978,4566566699,7494707885,1584557808,2585526535,4828686523,406108213,125349563,6199436629,5662850978,1724461089,7586981079,4780457875,125349563,125349563,125349563,1889390504,3704419386,7215659831,125349563,125349563,125349563,125349563,6850708914,8509338092,5629697168,1335113582,3641364773,1785368087,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2009,Completo + Simplificado,Até R$ 17.215.08,13469179,1818418697,2588835007,161996027,6995383911,4828686523,406108213,125349563,7778967276,2273443322,5786499718,1375130719,2110883411,125349563,125349563,125349563,2162449004,1372862697,683005129,125349563,125349563,125349563,125349563,1221550026,81233413,1225965904,9628999736,3641364773,1052564512,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2009,Completo + Simplificado,De R$ 17.215.09 a R$ 25.800.00,4596490,1346213907,1222844948,3856186364,6755829519,4828686523,406108213,125349563,6937579571,3749842545,7139785567,1270612998,1217863661,125349563,125349563,125349563,1248355586,9507026647,1182007613,125349563,125349563,125349563,125349563,2822830667,2683682283,1933311153,3207984597,3641364773,3535546177,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2009,Completo + Simplificado,De R$ 25.800.01 a R$ 34.400.40,2028276,8341954632,8928676355,2887510031,4125095578,4828686523,406108213,125349563,3160974237,2133307397,4528953745,8302168562,7436414483,125349563,125349563,125349563,7852960537,6004535569,242980659,125349563,125349563,125349563,125349563,3418889929,5305927061,1564027593,2208391849,3641364773,2531023784,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2009,Completo + Simplificado,De R$ 34.400.41 a R$ 42.984.00,1114549,5855367405,6057086271,1869697598,273429462,4828686523,406108213,125349563,1731453303,1360332301,3174746839,6027516708,5568749378,125349563,125349563,125349563,5737367522,4265664158,3103933571,125349563,125349563,125349563,125349563,3642949306,633046858,1221187124,1683876309,3641364773,1770359053,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2009,Completo + Simplificado,Maior que R$ 42.984.00,3175120,3958711474,5800036309,1293536016,2236459663,4828686523,406108213,125349563,5426094484,4970376832,1657653258,668004492,4171960786,125349563,125349563,125349563,1552062813,3201682271,6250328875,125349563,125349563,125349563,125349563,5912645683,7486515964,4771959617,1524823481,3641364773,1516704414,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2008,Completo + Simplificado,Até R$ 16.437.72,15526351,1867809247,271000951,1563297834,6484071841,4828686523,406108213,125349563,813690453,2436761582,5922739672,1313309837,1918209091,125349563,125349563,125349563,2219932395,1409150287,3289262226,125349563,125349563,125349563,125349563,1759083311,139153982,1763112253,6085427758,3641364773,9910987575,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2008,Completo + Simplificado,De R$ 16.437.73 a R$ 32.919.00,6359910,2000632287,196772992,6203969294,1058085822,4828686523,406108213,125349563,1017787617,6147725073,1264903534,2092883414,1883233702,125349563,125349563,125349563,1706418085,1394687943,51488297,125349563,125349563,125349563,125349563,823318878,1023265177,4183859086,4849952604,3641364773,5484526562,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2008,Completo + Simplificado,Maior que R$ 32.919.00,3886094,3998148851,6708758115,1447887687,220700616,4828686523,406108213,125349563,6585317968,5918177738,1893941409,6458796087,430546495,125349563,125349563,125349563,1758486967,3179598134,615742481,125349563,125349563,125349563,125349563,6027480926,6602136079,5935903474,1024304742,3641364773,1486278853,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2007,Completo + Simplificado,Até R$ 15.764.28,16097232,1842963036,1725726061,8737893757,582643229,4828686523,406108213,125349563,8212128375,2632625147,5702493299,1237191913,1833297341,125349563,125349563,125349563,2353535852,1373548989,4277633221,125349563,125349563,125349563,125349563,185306509,150936441,1853365122,5778613519,3641364773,9109384179,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2007,Completo + Simplificado,De R$ 15.764.29 a R$ 34.501.44,6037704,1902679009,1139294982,3583318209,9937137868,4828686523,406108213,125349563,982688001,6050892924,122229191,2041291478,1864567436,125349563,125349563,125349563,1637995934,1319475259,5522006909,125349563,125349563,125349563,125349563,8538089349,110316713,417603834,4109478874,3641364773,5310571643,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
2007,Completo + Simplificado,Maior que R$ 31.501.44,3089832,3222877529,487965159,8777746671,1792891762,4828686523,406108213,125349563,529668349,4835399222,1562251148,5470555274,3625022895,125349563,125349563,125349563,1325170542,2562723093,5074682421,125349563,125349563,125349563,125349563,4959938086,5473748789,4627728364,8954564548,3641364773,1219503327,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,1484103684,95
